#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,66,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.6334733333333334,Ch009_peak2peak_V,AMU
,,67,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch009_smax_V,AMU
,,68,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,4.381281666666677,Ch010_accrest_A,AMU
,,69,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.002393333333333276,Ch010_acpeak_A,AMU
,,70,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0009999999999999514,Ch010_acrms_A,AMU
,,71,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,3.0004566666666697,Ch010_kurtosis_A,AMU
,,72,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0029472222222222564,Ch010_mean_A,AMU
,,73,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.00492166666666664,Ch010_peak2peak_A,AMU
,,74,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch010_smax_A,AMU
,,75,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,4.384233888888889,Ch011_accrest_A,AMU
,,76,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0023755555555554928,Ch011_acpeak_A,AMU
,,77,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0009999999999999514,Ch011_acrms_A,AMU
,,78,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,2.999467777777778,Ch011_kurtosis_A,AMU
,,79,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.003000000000000052,Ch011_mean_A,AMU
,,80,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0049205555555555305,Ch011_peak2peak_A,AMU
,,81,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch011_smax_A,AMU
,,82,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,4.379203888888884,Ch012_accrest_A,AMU
,,83,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.002383888888888831,Ch012_acpeak_A,AMU
,,84,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.0009999999999999514,Ch012_acrms_A,AMU
,,85,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,2.9993177777777755,Ch012_kurtosis_A,AMU
,,86,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.0009999999999999514,Ch012_mean_A,AMU
,,87,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.004920555555555526,Ch012_peak2peak_A,AMU
,,88,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch012_smax_A,AMU
,,89,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,3.9400072222222238,Ch013_accrest_Nm,AMU
,,90,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.009870555555555553,Ch013_acpeak_Nm,AMU
,,91,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.002473888888888845,Ch013_acrms_Nm,AMU
,,92,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,2.987061666666664,Ch013_kurtosis_Nm,AMU
,,93,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.8814905555555613,Ch013_mean_Nm,AMU
,,94,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.018817777777777628,Ch013_peak2peak_Nm,AMU
